userPrincipalName,displayName,department,jobTitle,jobFamily,costCenter,businessUnit,usageLocation,country,manager,companyName
user000001@example.com,Sloan Nguyen,Actuarial & Underwriting,Pricing Analyst,Pricing Analyst,CC-ACTR-9205,Corporate,US,US,actuarial.mgr04@example.com,Contoso Ltd
user000002@example.com,Sage King,Finance,Financial Analyst,Financial Analyst,CC-FINX-3628,Corporate,US,US,finance.mgr01@example.com,Contoso Ltd
user000004@example.com,Riley Thompson,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5429,Corporate,IN,IN,it.mgr03@example.com,Contoso Ltd
user000005@example.com,Morgan Anderson,IT Service Desk,Tier 2 Tech,Tier 2 Tech,CC-ITSD-5822,Corporate,PH,PH,it.mgr01@example.com,Contoso Ltd
user000006@example.com,Finley Williams,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr02@example.com,Contoso Ltd
user000007@example.com,Harper Thompson,Engineering,SRE,SRE,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr03@example.com,Contoso Ltd
user000008@example.com,Finley Chen,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr04@example.com,Contoso Ltd
user000009@example.com,Jordan Nguyen,Government Programs,Medicare Analyst,Medicare Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr03@example.com,Contoso Ltd
user000011@example.com,Casey Smith,Legal & Compliance,Compliance Analyst,Compliance Analyst,CC-LEGL-3735,Corporate,US,US,legal.mgr04@example.com,Contoso Ltd
user000014@example.com,Jamie Smith,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr01@example.com,Contoso Ltd
user000016@example.com,Devon Smith,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-6737,Claims & Benefits,IN,IN,claims.mgr03@example.com,Contoso Ltd
user000017@example.com,Phoenix Allen,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-5351,Product & Analytics,US,US,data.mgr01@example.com,Contoso Ltd
user000018@example.com,Jordan Nguyen,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr01@example.com,Contoso Ltd
user000019@example.com,Taylor Thompson,Marketing,Brand Lead,Brand Lead,CC-MKTG-9234,Corporate,US,US,marketing.mgr04@example.com,Contoso Ltd
user000020@example.com,Drew Anderson,IT Service Desk,Tier 2 Tech,Tier 2 Tech,CC-ITSD-5301,Corporate,US,US,it.mgr02@example.com,Contoso Ltd
user000021@example.com,Drew Williams,Member Services,CSR,CSR,CC-MBRS-4842,Corporate,PH,PH,member.mgr01@example.com,Contoso Ltd
user000022@example.com,Logan Garcia,Data & Analytics,BI Engineer,BI Engineer,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
user000023@example.com,Casey Hall,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000025@example.com,Kendall Thompson,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000027@example.com,Skyler Nguyen,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000028@example.com,Devon Wilson,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr04@example.com,Contoso Ltd
user000029@example.com,Logan Garcia,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000030@example.com,Logan Young,Engineering,Software Engineer,Software Engineer,CC-ENGR-2367,Corporate,IE,IE,engineering.mgr04@example.com,Contoso Ltd
user000031@example.com,Morgan Chen,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr03@example.com,Contoso Ltd
user000032@example.com,Harper Johnson,Engineering,Eng Manager,Eng Manager,CC-ENGR-4968,Corporate,US,US,engineering.mgr02@example.com,Contoso Ltd
user000033@example.com,Parker Davis,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr01@example.com,Contoso Ltd
user000034@example.com,Skyler Smith,Engineering,Eng Manager,Eng Manager,CC-ENGR-2367,Corporate,IE,IE,engineering.mgr03@example.com,Contoso Ltd
user000036@example.com,Rowan King,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr02@example.com,Contoso Ltd
user000037@example.com,Morgan Harris,Marketing,Content Strategist,Content Strategist,CC-MKTG-9234,Corporate,US,US,marketing.mgr04@example.com,Contoso Ltd
user000039@example.com,Cameron Williams,Network Management,Provider Relations,Provider Relations,CC-NTWK-4645,Corporate,US,US,network.mgr02@example.com,Contoso Ltd
user000040@example.com,Avery Walker,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr04@example.com,Contoso Ltd
user000042@example.com,Logan Walker,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000043@example.com,Rowan King,Marketing,Content Strategist,Content Strategist,CC-MKTG-9234,Corporate,US,US,marketing.mgr02@example.com,Contoso Ltd
user000044@example.com,Cameron Smith,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5822,Corporate,PH,PH,it.mgr03@example.com,Contoso Ltd
user000045@example.com,Skyler Garcia,Government Programs,Medicare Analyst,Medicare Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr03@example.com,Contoso Ltd
user000046@example.com,Reese Nguyen,Network Management,Network Analyst,Network Analyst,CC-NTWK-4645,Corporate,US,US,network.mgr03@example.com,Contoso Ltd
user000048@example.com,Casey Harris,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr03@example.com,Contoso Ltd
user000049@example.com,Quinn Wright,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000050@example.com,Cameron Smith,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr04@example.com,Contoso Ltd
user000051@example.com,Logan Moore,Product Management,Group PM,Group PM,CC-PROD-3340,Product & Analytics,US,US,product.mgr03@example.com,Contoso Ltd
user000052@example.com,Skyler Hill,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000053@example.com,Taylor Garcia,Pharmacy Benefits,Formulary Specialist,Formulary Specialist,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr02@example.com,Contoso Ltd
user000055@example.com,Rowan King,IT Service Desk,Tier 2 Tech,Tier 2 Tech,CC-ITSD-5301,Corporate,US,US,it.mgr02@example.com,Contoso Ltd
user000058@example.com,Harper Patel,Sales (Employer Group),Renewal Manager,Renewal Manager,CC-SLES-9557,Corporate,US,US,sales.mgr04@example.com,Contoso Ltd
user000061@example.com,Cameron Miller,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr04@example.com,Contoso Ltd
user000062@example.com,Skyler Hall,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-6737,Claims & Benefits,IN,IN,claims.mgr03@example.com,Contoso Ltd
user000064@example.com,Jamie Thompson,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000065@example.com,Sloan Garcia,IT Service Desk,Desktop Admin,Desktop Admin,CC-ITSD-5429,Corporate,IN,IN,it.mgr04@example.com,Contoso Ltd
user000066@example.com,Skyler Lee,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-5905,Product & Analytics,IN,IN,data.mgr01@example.com,Contoso Ltd
user000067@example.com,Blake Lee,IT Service Desk,Desktop Admin,Desktop Admin,CC-ITSD-5301,Corporate,US,US,it.mgr01@example.com,Contoso Ltd
user000068@example.com,Riley Jones,Engineering,SRE,SRE,CC-ENGR-4968,Corporate,US,US,engineering.mgr03@example.com,Contoso Ltd
user000069@example.com,Harper Wright,Human Resources,Recruiter,Recruiter,CC-HRXX-5725,Corporate,US,US,human.mgr03@example.com,Contoso Ltd
user000070@example.com,Sutton Taylor,Data & Analytics,Data Analyst,Data Analyst,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
user000071@example.com,Devon Davis,Pharmacy Benefits,Formulary Specialist,Formulary Specialist,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000072@example.com,Phoenix Brown,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000073@example.com,Jamie Lee,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000074@example.com,Phoenix White,Finance,Financial Analyst,Financial Analyst,CC-FINX-3628,Corporate,US,US,finance.mgr01@example.com,Contoso Ltd
user000076@example.com,Avery Moore,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000077@example.com,Marlowe Moore,Engineering,Software Engineer,Software Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr04@example.com,Contoso Ltd
user000080@example.com,Logan Smith,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000082@example.com,Logan Nguyen,Pharmacy Benefits,Formulary Specialist,Formulary Specialist,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr04@example.com,Contoso Ltd
user000083@example.com,Avery Taylor,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000085@example.com,Riley Jones,Network Management,Network Analyst,Network Analyst,CC-NTWK-4645,Corporate,US,US,network.mgr04@example.com,Contoso Ltd
user000086@example.com,Sam Miller,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000087@example.com,Sam Anderson,Pharmacy Benefits,Pharmacy Tech,Pharmacy Tech,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr02@example.com,Contoso Ltd
user000088@example.com,Quinn Thomas,Clinical Operations,RN Care Manager,RN Care Manager,CC-CLIN-8878,Clinical & Care,IE,IE,clinical.mgr02@example.com,Contoso Ltd
user000089@example.com,Quinn Nguyen,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000090@example.com,Logan Smith,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000091@example.com,Sloan Hall,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000092@example.com,Quinn Martin,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-5351,Product & Analytics,US,US,data.mgr01@example.com,Contoso Ltd
user000094@example.com,Jamie Thomas,Actuarial & Underwriting,Pricing Analyst,Pricing Analyst,CC-ACTR-9205,Corporate,US,US,actuarial.mgr02@example.com,Contoso Ltd
user000096@example.com,Sage Harris,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000097@example.com,Marlowe Martin,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-6737,Claims & Benefits,IN,IN,claims.mgr02@example.com,Contoso Ltd
user000099@example.com,Sloan Miller,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr04@example.com,Contoso Ltd
user000100@example.com,Blake Davis,Engineering,Software Engineer,Software Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr04@example.com,Contoso Ltd
user000101@example.com,Riley Garcia,Engineering,Software Engineer,Software Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr01@example.com,Contoso Ltd
user000102@example.com,Devon Brown,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr03@example.com,Contoso Ltd
user000103@example.com,Devon King,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr04@example.com,Contoso Ltd
user000104@example.com,Phoenix King,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000105@example.com,Ellis Harris,Engineering,Eng Manager,Eng Manager,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr03@example.com,Contoso Ltd
user000106@example.com,Kendall Wright,Data & Analytics,Data Analyst,Data Analyst,CC-DATA-3176,Product & Analytics,IE,IE,data.mgr01@example.com,Contoso Ltd
user000107@example.com,Riley Walker,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000109@example.com,Kendall Hall,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000110@example.com,Blake Williams,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-3176,Product & Analytics,IE,IE,data.mgr02@example.com,Contoso Ltd
user000113@example.com,Devon Moore,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000114@example.com,Emerson Thomas,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000115@example.com,Blake Young,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr03@example.com,Contoso Ltd
user000116@example.com,Phoenix Williams,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000118@example.com,Cameron White,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000121@example.com,Devon Thomas,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr03@example.com,Contoso Ltd
user000122@example.com,Ellis Williams,Data & Analytics,BI Engineer,BI Engineer,CC-DATA-5351,Product & Analytics,US,US,data.mgr03@example.com,Contoso Ltd
user000123@example.com,Kendall Smith,Network Management,Network Analyst,Network Analyst,CC-NTWK-4645,Corporate,US,US,network.mgr03@example.com,Contoso Ltd
user000124@example.com,Morgan Williams,Marketing,Content Strategist,Content Strategist,CC-MKTG-9234,Corporate,US,US,marketing.mgr02@example.com,Contoso Ltd
user000125@example.com,Marlowe Jones,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-7268,Corporate,IN,IN,member.mgr01@example.com,Contoso Ltd
user000127@example.com,Morgan Miller,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr04@example.com,Contoso Ltd
user000128@example.com,Harper Hill,Data & Analytics,BI Engineer,BI Engineer,CC-DATA-5905,Product & Analytics,IN,IN,data.mgr04@example.com,Contoso Ltd
user000129@example.com,Quinn Davis,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000130@example.com,Casey Jackson,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr01@example.com,Contoso Ltd
user000131@example.com,Kendall Lopez,Legal & Compliance,Compliance Analyst,Compliance Analyst,CC-LEGL-3735,Corporate,US,US,legal.mgr03@example.com,Contoso Ltd
user000132@example.com,Hayden Smith,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5301,Corporate,US,US,it.mgr01@example.com,Contoso Ltd
user000133@example.com,Kendall Moore,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-8878,Clinical & Care,IE,IE,clinical.mgr02@example.com,Contoso Ltd
user000136@example.com,Harper Chen,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000138@example.com,Logan Allen,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000139@example.com,Cameron Lopez,Clinical Operations,RN Care Manager,RN Care Manager,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr04@example.com,Contoso Ltd
user000141@example.com,Devon Patel,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000142@example.com,Ellis Harris,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4842,Corporate,PH,PH,member.mgr01@example.com,Contoso Ltd
user000144@example.com,Ellis Smith,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr04@example.com,Contoso Ltd
user000147@example.com,Sloan Brown,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr04@example.com,Contoso Ltd
user000148@example.com,Cameron Jackson,Finance,Accountant,Accountant,CC-FINX-3628,Corporate,US,US,finance.mgr03@example.com,Contoso Ltd
user000149@example.com,Drew Jones,Actuarial & Underwriting,Underwriter,Underwriter,CC-ACTR-9205,Corporate,US,US,actuarial.mgr02@example.com,Contoso Ltd
user000151@example.com,Cameron Wright,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000152@example.com,Finley Harris,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000153@example.com,Finley Young,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000154@example.com,Logan Thompson,Data & Analytics,BI Engineer,BI Engineer,CC-DATA-3176,Product & Analytics,IE,IE,data.mgr04@example.com,Contoso Ltd
user000155@example.com,Parker Young,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-7268,Corporate,IN,IN,member.mgr03@example.com,Contoso Ltd
user000156@example.com,Phoenix Patel,Legal & Compliance,Compliance Analyst,Compliance Analyst,CC-LEGL-3735,Corporate,US,US,legal.mgr02@example.com,Contoso Ltd
user000157@example.com,Taylor Jones,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000158@example.com,Ellis Taylor,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-6737,Claims & Benefits,IN,IN,claims.mgr04@example.com,Contoso Ltd
user000159@example.com,Avery Lopez,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr02@example.com,Contoso Ltd
user000160@example.com,Emerson Chen,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-7268,Corporate,IN,IN,member.mgr02@example.com,Contoso Ltd
user000163@example.com,Quinn King,Product Management,PM,PM,CC-PROD-3340,Product & Analytics,US,US,product.mgr04@example.com,Contoso Ltd
user000164@example.com,Devon Smith,Engineering,SRE,SRE,CC-ENGR-4968,Corporate,US,US,engineering.mgr01@example.com,Contoso Ltd
user000166@example.com,Drew Garcia,Clinical Operations,RN Care Manager,RN Care Manager,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000167@example.com,Parker Chen,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000169@example.com,Morgan Wright,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr03@example.com,Contoso Ltd
user000170@example.com,Phoenix Martin,Government Programs,Policy Analyst,Policy Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr02@example.com,Contoso Ltd
user000171@example.com,Drew Garcia,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr02@example.com,Contoso Ltd
user000173@example.com,Blake Wright,Government Programs,Medicare Analyst,Medicare Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr01@example.com,Contoso Ltd
user000174@example.com,Quinn Hill,Member Services,Escalations Lead,Escalations Lead,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000175@example.com,Marlowe Johnson,Data & Analytics,BI Engineer,BI Engineer,CC-DATA-5905,Product & Analytics,IN,IN,data.mgr02@example.com,Contoso Ltd
user000176@example.com,Rowan Anderson,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr04@example.com,Contoso Ltd
user000177@example.com,Devon Johnson,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5822,Corporate,PH,PH,it.mgr01@example.com,Contoso Ltd
user000180@example.com,Sloan Smith,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-5351,Product & Analytics,US,US,data.mgr02@example.com,Contoso Ltd
user000181@example.com,Morgan Wright,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000182@example.com,Quinn Chen,Member Services,CSR,CSR,CC-MBRS-7268,Corporate,IN,IN,member.mgr01@example.com,Contoso Ltd
user000184@example.com,Finley Smith,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr01@example.com,Contoso Ltd
user000185@example.com,Skyler Patel,IT Service Desk,Tier 2 Tech,Tier 2 Tech,CC-ITSD-5429,Corporate,IN,IN,it.mgr02@example.com,Contoso Ltd
user000186@example.com,Finley Thomas,Government Programs,Medicare Analyst,Medicare Analyst,CC-GOVT-6236,Corporate,US,US,government.mgr04@example.com,Contoso Ltd
user000187@example.com,Casey Hall,Claims Processing,Claims Examiner,Claims Examiner,CC-CLMS-4183,Claims & Benefits,PH,PH,claims.mgr04@example.com,Contoso Ltd
user000188@example.com,Kendall Lee,Member Services,CSR,CSR,CC-MBRS-4842,Corporate,PH,PH,member.mgr04@example.com,Contoso Ltd
user000190@example.com,Reese Taylor,Finance,Accountant,Accountant,CC-FINX-3628,Corporate,US,US,finance.mgr02@example.com,Contoso Ltd
user000191@example.com,Quinn Chen,Engineering,Platform Engineer,Platform Engineer,CC-ENGR-4968,Corporate,US,US,engineering.mgr02@example.com,Contoso Ltd
user000192@example.com,Jordan Jones,Legal & Compliance,Privacy Officer,Privacy Officer,CC-LEGL-3735,Corporate,US,US,legal.mgr04@example.com,Contoso Ltd
user000193@example.com,Reese Allen,Pharmacy Benefits,Formulary Specialist,Formulary Specialist,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
